[30.00 → 31.26]  ¿Ya pusiste a grabar?
[5652.35 → 5653.37]  eh
[5654.15 → 5656.39]  la propuesta migración del siglo XXI
[5656.39 → 5658.53]  retos y debates contemporáneos
[5659.87 → 5660.65]  objetivo es
[5660.65 → 5662.47]  analizar las dinámicas contemporáneas
[5662.47 → 5664.39]  de migración en contextos globales y
[5664.39 → 5666.53]  locales, evaluar los marcos legales
[5666.53 → 5668.73]  institucionales que regulan la migración
[5668.73 → 5669.89]  a nivel internacional
[5670.53 → 5672.69]  examinar los impactos sociales, económicos
[5672.69 → 5674.79]  y culturales de la migración en la sociedad
[5674.79 → 5676.33]  de este origen y destino
[5676.33 → 5678.39]  promover el pensamiento crítico sobre
[5678.39 → 5680.43]  las relativas públicas
[5680.43 → 5682.99]  los discursos políticos y los debates mediáticos
[5682.99 → 5683.99]  en torno a la migración
[5684.53 → 5686.63]  y proponer soluciones innovadoras y
[5686.63 → 5688.71]  sostenibles para los desafíos migratorios
[5689.53 → 5690.17]  actuales
[5690.17 → 5692.95]  los contenidos son introduccionales en la migración
[5692.95 → 5694.53]  definiciones y conceptos claves
[5694.69 → 5697.29]  causas y factores impulsores
[5697.29 → 5698.49]  de la migración
[5698.49 → 5700.89]  impactos sociales, económicos y culturales
[5700.89 → 5702.95]  de la migración, política migratoria
[5702.95 → 5704.93]  y derechos humanos, migración
[5704.93 → 5706.79]  forzada, refugio y desplazamiento
[5706.79 → 5708.69]  interno, enfoques diferenciales
[5708.69 → 5710.21]  e interseccionales, género,
[5710.33 → 5713.09]  niveles de educación y territorialidad
[5713.09 → 5714.97]  de migración, discursos
[5714.97 → 5716.65]  mediáticos y percepciones sociales
[5716.65 → 5718.79]  sobre la migración, globalización
[5718.79 → 5720.93]  redes transnacionales de migrantes
[5720.93 → 5722.53]  y soluciones estratégicas
[5722.53 → 5724.83]  para abordar los desafíos migratorios
[5727.49 → 5730.37]  y la propuesta de evaluación es que
[5730.37 → 5732.23]  tengan exámenes escritos sobre el
[5732.23 → 5735.03]  contenido de la asignatura con un 30%
[5735.03 → 5736.45]  unos ensayos críticos
[5736.45 → 5738.93]  y reseñas bibliográficas con un 20%
[5738.93 → 5740.65]  una presentación oral de casos
[5740.65 → 5742.53]  de estudio en
[5743.39 → 5744.23]  20%
[5744.23 → 5745.65]  y un proyecto final
[5745.65 → 5748.53]  que tendría la carga del 30%
[5748.53 → 5752.37]  y por último
[5754.53 → 5756.29]  tenemos una materia
[5756.29 → 5758.53]  de relaciones internacionales
[5759.51 → 5760.53]  de Joaquin Emerson
[5773.69 → 5775.61]  Joaquin es administrador
[5775.61 → 5776.93]  público de la SAP
[5776.93 → 5778.93]  y es politólogo
[5779.51 → 5780.93]  de la Universidad del Cauca
[5782.15 → 5782.77]  actual
[5782.77 → 5784.93]  no, alcanzó a hacer creo que
[5784.93 → 5787.17]  9 semestres de estudio en la Universidad del Cauca
[5787.17 → 5789.03]  también, tiene una
[5789.03 → 5790.73]  especialización en gerencia
[5792.17 → 5792.91]  ambiental
[5792.91 → 5794.69]  tiene una maestría
[5794.69 → 5796.93]  un estudiante pero no entiendo asistente
[5798.93 → 5801.17]  y tiene un doctorado en ciencia política
[5801.17 → 5802.93]  de la Universidad de Buenos Aires
[5803.93 → 5805.17]  y un doctorado
[5805.17 → 5806.55]  en relaciones internacionales
[5806.55 → 5807.97]  de la Universidad de Buenos Aires
[5815.17 → 5817.65]  un tema de investigación
[5823.81 → 5825.47]  pero como docente
[5826.93 → 5827.53]  no
[5827.53 → 5828.67]  parece que no tuviera
[5828.67 → 5831.33]  no ha estado nunca vinculado aquí a la nacional
[5832.79 → 5833.43]  entonces
[5833.43 → 5835.23]  la propuesta del curso
[5836.67 → 5837.53]  tiene como
[5837.53 → 5839.23]  objetivo asistir a los estudiantes
[5839.23 → 5841.21]  de pregrabación social política en el desarrollo
[5841.21 → 5843.43]  de la episteme
[5843.43 → 5845.13]  de las relaciones internacionales
[5845.13 → 5846.63]  este curso consiste en tres partes
[5846.63 → 5849.21]  la primera es una breve introducción de algunos
[5849.21 → 5851.21]  debates epistemológicos de las relaciones
[5851.21 → 5852.67]  internacionales, la segunda
[5852.67 → 5854.79]  es una breve descripción
[5854.79 → 5856.73]  de aspectos centrales de las relaciones
[5857.33 → 5859.33]  internacionales y la tercera presenta algunos
[5859.33 → 5861.53]  de los principales enfoques
[5861.53 → 5863.25]  metodológicos, el curso
[5863.25 → 5865.37]  es esencialmente aplicado en prácticas
[5865.37 → 5866.99]  los estudiantes trabajan sobre
[5866.99 → 5870.19]  conocimientos teóricos, metodológicos y empíricos
[5870.19 → 5871.49]  durante su formación en
[5871.49 → 5873.61]  el área de relaciones internacionales
[5873.61 → 5875.37]  este curso tiene ocho unidades
[5875.37 → 5877.51]  que se desarrollan en las
[5877.51 → 5879.27]  escenas asignadas, cada sesión tiene
[5879.27 → 5881.61]  una serie de métodos obligatorios
[5882.57 → 5883.25]  unidades
[5883.25 → 5885.33]  estadio pretebólico
[5886.85 → 5887.77]  de las relaciones
[5889.43 → 5890.07]  internasionales
[5890.07 → 5891.47]  las corrientes del realismo
[5891.47 → 5893.49]  político y realismo en torno a la seguridad
[5893.49 → 5895.69]  del poder, el surgimiento de las relaciones
[5895.69 → 5897.49]  internacionales como ciencia del reloj
[5897.49 → 5899.85]  de la teoría de las relaciones internacionales
[5900.51 → 5901.89]  moderna, el triunfo
[5901.89 → 5903.77]  del realismo político y la permanencia
[5903.77 → 5906.05]  de la seguridad política internacional
[5906.05 → 5907.77]  los impactos de la
[5908.89 → 5909.87]  externalidad de la
[5909.87 → 5911.75]  teoría de las relaciones internacionales
[5911.75 → 5913.25]  y laamansecuridad internacional con
[5913.25 → 5915.77]  el realismo e independencia
[5916.57 → 5925.29]  perspectivas teóricas, alternativas, teorías críticas e impactos sobre el concepto tradicional de seguridad, el realismo de la posguerra y su fermentación,
[5926.15 → 5933.69]  la agenda de seguridad internacional y las relaciones internacionales, la política exterior latinoamericana
[5936.45 → 5937.41]  y llaves
[5937.91 → 5942.57]  no, dice cuál sería como la forma de evaluación del uso
[5943.65 → 5947.69]  esas serían las cuatro propuestas de las cuales podríamos escoger dos
[5951.15 → 5952.69]  ah, esa es la política exterior
[5954.95 → 5956.91]  ah, no, sí, esa no la hemos revisado
[5956.91 → 5958.43]  ah, sí, esa no la revisamos
[5958.43 → 5960.29]  del Prome Pablo
[5961.23 → 5965.29]  esta era la materia que venía dictando el profe
[5967.21 → 5968.19]  García P
[5973.55 → 5983.53]  entonces el profe Pablo, ya lo conocen ustedes, politólogo nuestro, magíster en derecho nuestro y candidato a doctora de estudios políticos y relaciones internacionales,
[5983.57 → 5987.61]  el doctorado que ofrecemos desde esta facultad igualmente
[5987.61 → 5993.61]  que lleva 5 años de experiencia con nosotros en la universidad
[5998.13 → 6008.35]  objetivo, estudiar los procesos políticos, económicos e institucionales relacionados con los intereses nacionales de la política exterior de los Estados Unidos con respecto a Latinoamérica y Colombia
[6009.17 → 6017.35]  examinar críticamente las relaciones y la política exterior de los Estados Unidos, Latinoamérica y Colombia en aspectos diplomáticos, económicos y culturales
[6018.31 → 6024.47]  establecer los principales intereses de la política exterior de los Estados Unidos con respecto a Latinoamérica y Colombia
[6024.47 → 6033.35]  en aspectos como la disputa a la tierra y los recursos, lucha contra drogas, política meditatoria, cambio climático y la guerra contra el terreno
[6034.39 → 6045.35]  la evaluación, 20% para participación, examen parcial 25%, trabajo final escrito 25%, una presentación de exposición un 30%
[6045.91 → 6056.35]  los contenidos, política exterior de los Estados Unidos, el nacimiento de la nación americana, la expansión terrestre para el siglo XIX, la expansión marítima para el siglo XX
[6057.86 → 6067.06]  expansión por aire, la guerra fría, consolidación como potencia, los problemas globales y regionales, guerra contra el terreno por los Estados fallidos
[6067.06 → 6077.56]  el plan Colombia 1 y 2, de la política de Obama a Trump, esa sería como la propuesta y esta materia como les decía la dictaba el profe Daniel
[6077.56 → 6083.42]  al momento del profe Daniel de pedir la licencia, la finalizó el profe Pablo el semestre pasado
[6087.06 → 6089.68]  aquí se ve lo de esa
[6089.68 → 6091.68]  podemos tener dos nombres
[6096.40 → 6100.70]  serían estas cinco propuestas de las cuales podríamos escoger dos
[6103.04 → 6109.36]  propuestas que ya se hayan dado la de Farid y pues en parte la del profe Pablo
[6109.36 → 6114.74]  aunque pues él no ha tenido la experiencia de toda la materia a cargo semestre
[6116.70 → 6123.04]  pues hay como dos grupos, problemas internacionales y política exterior
[6123.04 → 6127.00]  entonces pues sería una y una
[6128.42 → 6131.96]  esta me parece como muy general, no sé ustedes
[6132.70 → 6135.02]  puede ser muy general con la sinatura
[6135.70 → 6136.50]  con teoría
[6136.50 → 6143.02]  o sea puede que sea redundante con las que ya en el área se vean
[6143.02 → 6145.62]  como de pronto hay mucha teoría
[6145.62 → 6149.62]  si están de acuerdo con esa idea podríamos descartar
[6150.38 → 6155.62]  pensando que las materias del libro de elección se quieren que sean como más específicas en algún aspecto
[6156.30 → 6158.24]  que no se vea en el programa
[6165.08 → 6168.14]  la única cuestión es la bajadía de la persona
[6169.24 → 6171.68]  pero si este tema está interesante
[6173.78 → 6176.42]  pues es una maestría la que está estudiando
[6176.42 → 6178.78]  yo siento que no solo interesante sino que es muy necesaria
[6178.78 → 6180.68]  más ahorita entre eso que está llegando a la universidad
[6181.20 → 6185.10]  digamos de seguir con la cocoa y todo eso que pues
[6185.10 → 6188.56]  dice la PAPA también sería bueno trabajar
[6190.40 → 6195.10]  yo creo que entonces PAPA está haciendo la maestría
[6195.10 → 6198.68]  podríamos escoger la de relaciones Colombia-Venezuela
[6198.68 → 6202.44]  porque eso también tiene un componente de migración bien importante
[6204.06 → 6205.28]  como para empatar
[6207.66 → 6211.04]  y el otro contiene el tema migración
[6211.04 → 6212.64]  el de Venezuela
[6213.56 → 6214.98]  votarían por estas dos
[6217.84 → 6220.60]  no importa que la parilla se haya dado mucho
[6220.60 → 6223.40]  no han dicho nada sobre eso los estudiantes
[6223.40 → 6224.52]  que se repitan
[6224.52 → 6227.32]  pues podríamos de pronto hacer una consulta
[6227.32 → 6228.76]  dos días, tres días
[6228.76 → 6230.84]  porque yo si había pensado en eso
[6231.52 → 6234.46]  si pues la de Farid lleva como dos años dándose
[6234.46 → 6238.00]  seguramente tendrá sus actualizaciones
[6238.52 → 6245.28]  porque ahí incluso le pongo a consideración
[6245.28 → 6248.46]  porque la gracia es que se roten las materias
[6248.46 → 6252.82]  pues yo lo que he escuchado es que ha habido buena cojía
[6252.82 → 6254.96]  la otra es que pues si nos cogemos esa
[6254.96 → 6257.72]  escogeríamos la de política que se ve en Estados Unidos
[6257.72 → 6260.16]  teniendo en cuenta los gordos grupos y esa también
[6260.16 → 6262.16]  ya se vieron presentes desde hace rato
[6262.16 → 6264.04]  entonces pues no sé
[6264.04 → 6267.36]  pues si les parece como para cerrar el comité con esto
[6267.36 → 6268.44]  pensamos esas
[6268.44 → 6270.20]  y lo que dice Mari
[6270.78 → 6274.40]  previsan si hay alguna objeción de parte de los estudiantes
[6274.40 → 6276.18]  y si algo pues en el próximo comité
[6276.18 → 6277.90]  como vamos a mirar las otras áreas
[6277.90 → 6280.90]  pues nos cuentan que observasen ahí por eso
[6283.94 → 6287.24]  entonces creo que no sé si les parezca mejor
[6287.24 → 6289.04]  como las otras áreas tienen tantas
[6289.04 → 6290.50]  que se les comparten las propuestas
[6290.50 → 6292.12]  con eso las traen ya de pronto
[6292.12 → 6293.00]  si asociadas
[6293.00 → 6297.46]  si porque nos faltan tres
[6297.46 → 6299.66]  y por ejemplo la investigación
[6299.66 → 6302.74]  cada uno traiga ya sus tres opciones
[6302.74 → 6304.82]  si porque miren
[6304.82 → 6307.30]  la que más me preocupa es la investigación
[6307.82 → 6310.82]  que pues gratamente sorprendida
[6310.82 → 6312.10]  porque la verdad
[6312.10 → 6314.82]  de investigación hay
[6315.52 → 6316.82]  de investigación hay
[6317.44 → 6318.72]  un, dos, tres, cuatro
[6318.72 → 6320.92]  pero como sea teoria la investigación
[6320.92 → 6322.48]  nosotros estamos
[6322.48 → 6323.98]  dos de propuestas
[6323.98 → 6325.62]  somos muy teólogos
[6325.62 → 6328.00]  somos una serie de teólogos
[6328.00 → 6329.10]  pues hay opciones
[6329.10 → 6331.60]  hay una de Power B
[6331.60 → 6333.58]  que me parece chévere
[6333.58 → 6335.90]  el reestudio también
[6335.90 → 6338.52]  hasta como mirando para encima
[6338.52 → 6340.28]  de ahí también escogeríamos tres, cierto?
[6340.46 → 6342.68]  de acá se escogerían tres
[6342.68 → 6343.64]  listo, listo
[6343.64 → 6346.02]  entonces pregunta, el siguiente comité
[6346.02 → 6347.70]  en qué horario quería, qué haría
[6347.70 → 6349.04]  porque pues por lo menos en mi horario
[6349.04 → 6349.88]  yo si estoy en su momento
[6349.88 → 6351.38]  estoy faltando a clases estas dos horas
[6354.24 → 6355.28]  qué hacemos?
[6355.60 → 6356.94]  ya sacamos convocatoria
[6356.94 → 6359.00]  el punto es que ya sacamos convocatoria
[6359.00 → 6361.74]  para los profes que nos van a acompañar este año
[6362.46 → 6363.94]  entonces la convocatoria
[6363.94 → 6365.72]  cierra mañana y las votaciones
[6365.72 → 6367.14]  nos vamos a hacer esta semana
[6367.14 → 6369.72]  digamos que el viernes ya sabríamos qué profesores
[6370.30 → 6371.54]  nos acompañarían
[6371.54 → 6373.32]  el candidato ya?
[6373.32 → 6374.00]  no creo
[6376.48 → 6377.44]  esperamos tener
[6377.44 → 6379.78]  no hay aún todavía nadie se ha postulado
[6379.78 → 6382.14]  pero pues la abrimos el viernes
[6382.14 → 6383.16]  entonces
[6383.72 → 6385.72]  no sé si
[6386.38 → 6387.94]  más no sé hacemos un chat
[6387.94 → 6389.60]  o algo para saber ellos qué
[6389.60 → 6390.86]  horario tienen o qué
[6390.86 → 6393.60]  horario tienen ustedes que les quede bien
[6393.60 → 6395.60]  ustedes habian dicho que
[6396.12 → 6397.54]  ustedes habian dicho que en jueves o viernes
[6397.54 → 6398.60]  a las siete de la mañana
[6400.82 → 6401.68]  y no pueden
[6401.68 → 6403.34]  ningún otro horario
[6403.34 → 6404.78]  o un horario más tarde que
[6404.78 → 6407.60]  porque no se alajo nada de la mañana
[6408.24 → 6408.98]  pues no sé
[6408.98 → 6410.46]  yo descarco viernes
[6410.46 → 6412.22]  yo los de clases yo de siete a seis
[6412.22 → 6414.96]  o sea digamos hoy
[6414.96 → 6417.60]  más tarde porque yo ahorita tengo como un hueco de una a seis
[6418.86 → 6419.30]  pero
[6419.94 → 6421.46]  digamos los viernes yo tengo clases
[6421.46 → 6422.64]  de once a cuatro
[6423.46 → 6425.20]  yo voy a trabajar
[6425.20 → 6427.50]  entonces todavía no sé muy bien
[6427.50 → 6429.32]  mis horarios pero sería en la tarde
[6429.32 → 6431.02]  te podríamos revisar a ver
[6433.94 → 6439.66]  como para definir
[6439.66 → 6440.18]  más o menos
[6440.18 → 6442.94]  si mejor
[6443.46 → 6444.46]  si mejor
[6444.46 → 6447.40]  es como para tener una idea de cuáles podrían ser
[6447.40 → 6449.82]  los horarios y también los profes que queden
[6449.82 → 6451.00]  que se puedan
[6451.00 → 6453.78]  si o también preguntarles porque
[6453.78 → 6455.80]  pues estamos definiendo el horario sin los profes
[6455.80 → 6456.74]  que no sabemos ni siquiera
[6459.52 → 6461.76]  y si era la mañana
[6463.10 → 6464.16]  si era la mañana
[6464.16 → 6465.82]  si era la mañana
[6471.00 → 6472.20]  a Lety
[6472.20 → 6473.82]  querían presentar los profes
[6474.44 → 6475.20]  no no
[6475.20 → 6477.66]  la intención de hacer parte del comunismo
[6477.66 → 6480.08]  la intención
[6480.08 → 6481.66]  de decir quiero ser parte del comité
[6483.72 → 6484.08]  ok
[6487.30 → 6490.46]  muy buen elemento ¿alguna vez? el profe Burgos
[6490.46 → 6493.04]  yo había pensado en hablar con él ahorita
[6493.04 → 6494.34]  si lo cerramos mañana
[6494.34 → 6495.40]  con otro profe
[6495.40 → 6500.16]  porque son dos
[6500.16 → 6502.02]  pues yo vuelvo ahorita a enviar
[6502.02 → 6503.34]  la convocatoria
[6503.34 → 6505.00]  y empiezo a escribir
[6505.00 → 6506.78]  bueno muchas gracias
[6506.78 → 6508.60]  muchas gracias
[6508.60 → 6512.14]  levantamos entonces la sesión
[6512.14 → 6513.02]  y todo bien
