[30.00 → 31.26]  ¿Ya pusiste a grabar?
[5654.00 → 5656.40]  la propuesta de migración del siglo XXI
[5656.40 → 5658.40]  retos y debates contemporáneos
[5660.40 → 5662.50]  objetivo es analizar las dinámicas contemporáneas
[5662.50 → 5663.76]  de migración en contextos
[5663.76 → 5666.10]  globales y locales, evaluar los marcos
[5666.10 → 5668.10]  legales e institucionales que regulan
[5668.10 → 5669.90]  la migración a nivel internacional
[5670.40 → 5672.04]  examinar los impactos sociales
[5672.04 → 5674.12]  económicos y culturales de la migración
[5674.12 → 5676.32]  en las sociedades de origen y destino
[5676.32 → 5678.14]  promover el pensamiento crítico
[5678.14 → 5680.42]  sobre las relativas públicas
[5680.42 → 5682.30]  los discursos políticos y los debates
[5682.30 → 5684.34]  mediáticos en términos de la migración
[5684.34 → 5686.38]  y proponer soluciones innovadoras
[5686.38 → 5688.72]  y sostenibles para los desafíos migratorios
[5688.72 → 5690.14]  actuales
[5690.14 → 5692.24]  los contenidos son introduccionales en vez
[5692.24 → 5694.38]  a la migración de funciones y conceptos
[5694.38 → 5696.74]  claves, causas y factores
[5696.74 → 5698.58]  impulsores de la migración
[5698.58 → 5700.88]  impactos sociales, económicos y culturales
[5700.88 → 5702.34]  de la migración, política migratoria
[5702.94 → 5704.14]  y derechos humanos
[5704.14 → 5706.80]  migración forzada, refugio y desplazamiento
[5706.80 → 5708.68]  interno, enfoques diferenciales
[5708.68 → 5710.20]  e interseccionales, género,
[5710.32 → 5712.34]  envía, niveles de educación y
[5712.34 → 5714.96]  territorialidad de migración, discursos
[5714.96 → 5716.64]  mediáticos y percepciones sociales
[5716.64 → 5718.78]  sobre la migración, globalización
[5718.78 → 5720.80]  redes transnacionales de migrantes
[5720.80 → 5722.54]  y soluciones estratégicas
[5722.54 → 5724.72]  para abordar los desafíos migratorios
[5727.36 → 5729.88]  Y la propuesta de evaluación
[5729.88 → 5732.12]  es que se tengan exámenes escritos sobre
[5732.12 → 5734.34]  el contenido de la asignatura con un 30%
[5735.02 → 5736.46]  unos ensayos críticos
[5736.46 → 5738.90]  y reseñas bibliográficas con un 20%
[5738.90 → 5740.64]  una presentación oral de casos
[5740.64 → 5741.84]  de estudio
[5742.64 → 5744.18]  en 20%
[5744.18 → 5745.66]  y un proyecto final
[5745.66 → 5748.64]  que tendría la carga del 30%
[5749.62 → 5752.26]  Y por último
[5754.64 → 5756.28]  tenemos una materia
[5756.28 → 5758.64]  de relaciones internacionales
[5759.50 → 5760.82]  de Joaquín Emerson
[5774.18 → 5776.16]  Joaquín es administrador público
[5776.16 → 5777.16]  de la SAP
[5777.96 → 5779.42]  y es politólogo
[5779.42 → 5782.18]  de la Universidad del Cauca
[5782.18 → 5784.20]  Actual, ah no, alcanzó a ser
[5784.20 → 5786.00]  creo que noveno semestre de historia
[5786.00 → 5787.80]  en la Universidad del Cauca también
[5787.80 → 5789.78]  tiene una especialización
[5789.78 → 5792.82]  en gerencia ambiental
[5792.82 → 5794.62]  tiene una maestría
[5794.62 → 5796.52]  un estudiante pero no entiendo
[5796.52 → 5797.62]  asistente
[5798.50 → 5800.04]  y tiene un doctorado
[5800.04 → 5800.62]  en ciencia pública
[5800.62 → 5802.62]  de la Universidad de Buenos Aires
[5803.88 → 5805.20]  y un doctorado
[5805.20 → 5806.54]  en relaciones internacionales
[5806.54 → 5808.02]  de la Universidad de Buenos Aires
[5814.58 → 5816.62]  Otro informado en tema de investigación
[5823.64 → 5825.42]  pero como docente
[5825.42 → 5826.62]  no, no
[5827.46 → 5828.62]  parece que no tuviera
[5828.62 → 5830.24]  no ha estado nunca vinculado
[5830.24 → 5832.40]  aquí a la nación
[5832.40 → 5834.62]  Entonces la propuesta del curso
[5836.66 → 5838.32]  tiene como objetivo asistir
[5838.32 → 5839.78]  a los estudiantes de pregraval
[5839.78 → 5841.20]  social política en el desarrollo
[5841.20 → 5844.62]  de la episteme de las relaciones internacionales
[5845.14 → 5846.62]  este curso consiste en tres partes
[5846.62 → 5848.76]  la primera es una breve introducción
[5848.76 → 5850.46]  de algunos debates epistemológicos
[5850.46 → 5852.10]  de las relaciones internacionales
[5852.10 → 5854.52]  la segunda es una breve descripción
[5854.52 → 5856.74]  de aspectos centrales de las relaciones
[5856.74 → 5858.26]  internacionales y la tercera
[5858.26 → 5861.10]  presenta algunos de los principales
[5861.10 → 5862.52]  enfoques metodológicos
[5862.52 → 5864.28]  el curso es esencialmente
[5864.28 → 5866.10]  acusado de prácticas, los estudiantes
[5866.10 → 5868.56]  trabajan sobre conocimientos teóricos
[5868.56 → 5870.20]  metodológicos y empíricos
[5870.20 → 5872.34]  durante su formación en el área de relaciones
[5872.34 → 5874.46]  internacionales, este curso tiene
[5874.46 → 5877.04]  ocho unidades que se desarrollan
[5877.04 → 5878.44]  en las sesiones asignadas
[5878.44 → 5879.84]  cada sesión tiene una serie de
[5879.84 → 5881.66]  mutuos obligatorios
[5882.74 → 5884.14]  Unidades, estadio
[5914.94 → 5916.46]  de dependencia
[5916.46 → 5918.50]  perspectivas teóricas, alternativas
[5918.50 → 5920.14]  teorías críticas y impactos
[5920.14 → 5922.32]  sobre el concepto tradicional de seguridad
[5922.32 → 5924.30]  el realismo de la postguerra y su
[5924.30 → 5925.50]  fermentación
[5926.14 → 5928.16]  la agenda de seguridad internacional
[5928.16 → 5930.14]  y las relaciones internacionales
[5930.88 → 5932.14]  la política exterior latinoamericana
[5934.22 → 5936.14]  y ya más
[5937.66 → 5940.28]  no dice cual sería como la forma de
[5940.28 → 5940.78]  evaluación
[5943.56 → 5944.42]  esa sería
[5944.42 → 5945.46]  esas serían las cuatro propuestas
[5945.46 → 5949.56]  de las cuales podríamos escoger dos
[5951.06 → 5952.78]  ah, esa es la política exterior
[5954.86 → 5956.92]  ah, no, si esa no la hemos revisado
[5956.92 → 5958.74]  esa no la revisamos
[5958.74 → 5960.26]  del profe Pablo
[5961.32 → 5962.88]  esta era la materia
[5962.88 → 5964.78]  que venía dictando el profe
[5967.28 → 5968.08]  García P
[5971.26 → 5972.72]  ah, casi se pasa
[5972.72 → 5974.02]  listo
[5974.02 → 5977.14]  entonces el profe Pablo, ya lo conocen ustedes
[5977.14 → 5978.68]  politólogo nuestro
[5978.68 → 5980.24]  magíster en derecho nuestro
[5980.24 → 5982.66]  y candidato a doctora de estudios políticos y relaciones
[5982.66 → 5984.82]  internacionales, el doctorado que
[5984.82 → 5986.42]  ofrecemos desde esta facultad
[5986.42 → 5987.60]  igualmente
[5987.60 → 5988.42]  y lleva
[5989.74 → 5992.18]  5 años de experiencia con nosotros
[5992.18 → 5994.78]  en la universidad
[5998.02 → 5998.70]  objetivo
[5998.70 → 6000.50]  estudiar los procesos políticos
[6000.50 → 6002.62]  económicos e institucionales
[6002.62 → 6004.58]  relacionados con los intereses nacionales
[6004.58 → 6006.44]  de la política exterior de los Estados Unidos
[6006.44 → 6008.46]  con respecto a Latinoamérica y Colombia
[6008.46 → 6010.38]  examinar criticamente
[6010.38 → 6012.04]  las relaciones y la política exterior
[6012.04 → 6014.28]  de los Estados Unidos, Latinoamérica y
[6014.28 → 6016.18]  Colombia en aspectos diplomáticos
[6016.18 → 6018.42]  económicos y culturales
[6018.42 → 6020.02]  establecer los principales intereses
[6020.02 → 6021.96]  de la política exterior de los Estados Unidos
[6021.96 → 6024.32]  con respecto a Latinoamérica y Colombia
[6024.32 → 6026.64]  en aspectos como la disputa
[6026.64 → 6027.88]  la tierra y los recursos
[6027.88 → 6030.32]  lucha contra drogas, política meditatoria
[6030.32 → 6032.46]  cambio climático y la guerra contra
[6032.46 → 6034.70]  el terreno
[6034.70 → 6036.48]  la evaluación, 20%
[6036.48 → 6038.56]  para participación, examen parcial
[6038.56 → 6040.72]  25%, trabajo final
[6040.72 → 6042.18]  escrito 25%,
[6042.18 → 6043.96]  una presentación de exposición
[6043.96 → 6045.98]  un 30%
[6045.98 → 6048.70]  los contenidos, política exterior de los Estados Unidos
[6048.70 → 6050.38]  el nacimiento de la nación
[6050.38 → 6052.54]  americana, la expansión terrestre
[6052.54 → 6054.16]  para el siglo XIX
[6054.16 → 6056.54]  la expansión marítima para el siglo XX
[6057.82 → 6059.14]  expansión por aire
[6059.14 → 6060.28]  la guerra fría
[6060.28 → 6062.58]  consolidación como potencial los problemas
[6062.58 → 6064.44]  globales y regionales
[6064.44 → 6066.54]  guerra contra el terreno de los Estados fallidos
[6067.10 → 6068.54]  el plan Colombia 1 y 2
[6069.70 → 6070.86]  de la política
[6070.86 → 6072.46]  de Obama a Trump
[6072.46 → 6074.16]  esa sería como la propuesta
[6074.16 → 6076.34]  y esta materia como les decía
[6076.34 → 6077.60]  la dictaba el profe Daniel
[6077.60 → 6080.62]  al momento del profe Daniel de pedir la licencia
[6080.62 → 6082.38]  la finalización del profe Pablo
[6082.38 → 6087.12]  el semestre pasado
[6096.38 → 6098.14]  serían estas cinco propuestas
[6098.14 → 6100.28]  de las cuales podríamos escoger
[6101.54 → 6102.22]  dos
[6102.22 → 6104.86]  propuestas que ya se hayan dado
[6104.86 → 6106.92]  la de Farid
[6106.92 → 6108.24]  y pues en parte
[6108.24 → 6109.38]  la del profe Pablo
[6109.38 → 6112.00]  aunque pues no ha tenido la experiencia
[6112.00 → 6113.98]  de toda la materia al cargo
[6113.98 → 6115.74]  en el semestre
[6116.98 → 6118.34]  pues hay
[6118.34 → 6119.82]  como dos grupos ¿no?
[6119.96 → 6122.24]  problemas internacionales y política exterior
[6123.28 → 6124.24]  entonces pues sería
[6124.92 → 6126.24]  una y una
[6128.64 → 6130.64]  esta me parece como muy
[6130.64 → 6131.96]  general, no sé ustedes
[6131.96 → 6133.36]  si no es algo
[6133.36 → 6135.06]  con la sinatura
[6135.06 → 6136.38]  con teoría
[6137.06 → 6138.58]  o sea puede que
[6138.58 → 6141.06]  sea redundante con las que ya
[6141.06 → 6143.00]  en el área se vean
[6143.00 → 6145.06]  como de pronto de mucha teoría
[6146.20 → 6147.32]  si están de acuerdo
[6147.32 → 6148.74]  con esa idea podríamos
[6149.84 → 6150.38]  descartar
[6150.38 → 6152.24]  pensando que las materias de libre elección
[6152.24 → 6155.06]  se quieren que sean como más específicas en algún aspecto
[6156.32 → 6157.30]  que no
[6157.30 → 6158.24]  se vea en el programa
[6158.24 → 6160.24]  no se lo han ido en eso
[6161.86 → 6163.30]  sobre la teoría literaria
[6163.92 → 6165.56]  sobre la teoría literaria
[6165.56 → 6168.16]  la única cuestión es la bajadía de la persona
[6168.16 → 6168.82]  pues
[6168.82 → 6171.66]  pero si el tema está interesante
[6173.84 → 6176.40]  pues es una maestría que está estudiando
[6176.40 → 6177.78]  y yo siento que no solo interesante
[6177.78 → 6179.18]  sino que es muy necesaria más ahorita
[6179.18 → 6181.22]  entre eso que está llegando de la universidad
[6181.22 → 6183.58]  de seguir con la cocoa
[6183.58 → 6186.38]  y todo eso que pues dice en la prueba también
[6186.38 → 6187.84]  sería bueno trabajar
[6190.08 → 6192.10]  yo creo que entonces Pan Patac
[6192.10 → 6194.38]  está haciendo la maestría
[6194.96 → 6196.26]  podríamos descartar
[6196.26 → 6198.32]  las relaciones Colombia-Venezuela
[6198.32 → 6199.98]  porque eso también
[6199.98 → 6202.44]  tiene un componente de migración bien importante
[6202.44 → 6204.14]  que es
[6204.14 → 6205.34]  como Pan Patac
[6207.06 → 6208.74]  ah exacto
[6208.74 → 6210.38]  y el otro contiene el tema migración
[6210.96 → 6212.46]  el de Venezuela
[6212.46 → 6214.38]  o sea
[6214.38 → 6214.90]  estas dos
[6218.38 → 6220.56]  no importa que la de Farid ya se haya dado mucho
[6220.56 → 6221.72]  no han dicho
[6221.72 → 6223.46]  nada sobre eso los estudiantes
[6223.46 → 6224.52]  que se repitan
[6224.52 → 6227.34]  pues podríamos de pronto hacer una consulta
[6227.34 → 6228.92]  dos días, tres días
[6228.92 → 6231.26]  porque yo si había pensado en eso
[6231.26 → 6234.46]  la de Farid lleva como dos años dándose
[6234.46 → 6235.66]  seguramente tendrá
[6237.30 → 6237.94]  actualizaciones
[6237.94 → 6240.16]  porque ahí incluso le
[6240.16 → 6242.08]  le ponen el tema que
[6242.08 → 6243.88]  pero pues sería que de pronto
[6243.88 → 6245.70]  o sea lo pongo a consideración porque
[6245.70 → 6248.46]  la gracia es que se roten las materias
[6248.46 → 6250.38]  pues yo lo que he escuchado es que ha habido
[6251.04 → 6251.56]  buena
[6252.08 → 6253.88]  buena acogida, la otra es que pues
[6253.88 → 6256.32]  si nos cogemos esa escogeríamos la de política
[6256.32 → 6257.72]  que se ve en Estados Unidos
[6257.72 → 6260.16]  teniendo en cuenta los más gordos grupos que están también
[6260.16 → 6262.16]  ya se vienen ofreciendo desde hace rato
[6262.16 → 6264.26]  entonces pues no sé
[6264.26 → 6266.18]  pues si les parece como para cerrar
[6266.18 → 6267.36]  el comité con esto
[6267.36 → 6270.22]  pensamos esas y lo que dice Mari
[6270.22 → 6272.42]  que revisan si hay
[6272.42 → 6274.42]  alguna objeción de parte de los estudiantes
[6274.42 → 6276.18]  y si algo pues en el próximo comité
[6276.18 → 6277.90]  como vamos a mirar las otras áreas
[6277.90 → 6280.34]  pues nos cuentan que observan
[6280.34 → 6281.16]  ahí por eso, ¿si?
[6284.14 → 6285.84]  entonces creo que
[6285.84 → 6288.14]  no sé si les parezca mejor como las otras áreas
[6288.14 → 6290.28]  tienen tantas que se les comparten las
[6290.28 → 6292.16]  propuestas con eso y las traen ya de pronto
[6292.98 → 6293.50]  revisadas
[6293.50 → 6298.04]  si porque nos faltan tres y
[6298.04 → 6299.68]  por ejemplo la investigación
[6303.16 → 6306.28]  si porque miren la que más me preocupa
[6306.28 → 6308.30]  es la investigación que
[6308.30 → 6310.04]  pues gratamente sorprendida
[6311.36 → 6312.06]  porque la verdad
[6312.06 → 6313.36]  que hay investigación
[6314.04 → 6314.90]  ¿cuántas hay?
[6315.36 → 6317.44]  de investigación hay
[6317.44 → 6318.74]  un, dos, tres, cuatro
[6318.74 → 6320.94]  pero que no sea teoría la investigación
[6320.94 → 6322.48]  nosotros estamos
[6322.48 → 6325.24]  somos muy teólogos
[6325.24 → 6326.28]  y necesitan
[6326.28 → 6329.08]  pues hay opciones
[6329.08 → 6331.54]  por ejemplo hay una de Power B
[6331.54 → 6333.64]  que me parece chévere
[6335.80 → 6338.54]  así como mirando para encima
[6338.54 → 6339.22]  de ahí también
[6339.22 → 6340.26]  escogeríamos tres, ¿cierto?
[6340.52 → 6342.74]  de acá se escogerían tres
[6342.74 → 6344.88]  entonces pregunta
[6344.88 → 6346.80]  el siguiente comité en qué horario
[6346.80 → 6349.06]  quería que haría porque pues por lo menos en mi horario
[6349.06 → 6350.76]  yo si estuve en su momento, estuve faltando a clases
[6350.76 → 6351.40]  a dos horas
[6351.40 → 6352.34]  sí también
[6354.20 → 6355.24]  ¿qué hacemos?
[6355.40 → 6356.96]  ya sacamos convocatoria
[6356.96 → 6359.00]  el punto es que ya sacamos convocatoria
[6359.00 → 6361.74]  para los profes que nos van a acompañar este año
[6361.74 → 6363.40]  entonces la convocatoria
[6363.94 → 6365.72]  cierra mañana y las votaciones
[6365.72 → 6367.14]  nos vamos a hacer esta semana
[6367.14 → 6369.38]  digamos que el viernes ya sabríamos que
[6369.38 → 6371.48]  profesores nos acompañarían
[6371.48 → 6372.60]  ¿el candidato ya?
[6373.32 → 6374.10]  no creo
[6376.40 → 6377.42]  esperamos tener
[6377.42 → 6379.78]  no hay aún todavía, nadie se ha postulado
[6379.78 → 6382.16]  pero pues la abrimos el viernes
[6382.78 → 6383.28]  entonces
[6383.80 → 6385.78]  no sé si
[6386.38 → 6387.16]  más no sé
[6387.16 → 6389.92]  hacemos un chat o algo para saber ellos qué horario
[6389.92 → 6392.24]  tienen o qué horario tienen ustedes
[6392.24 → 6393.72]  que les quede bien
[6393.72 → 6396.22]  ustedes habian dicho que
[6396.22 → 6398.58]  ustedes habian dicho que en jueves o viernes a las siete de la mañana
[6399.84 → 6400.34]  sí
[6400.86 → 6402.46]  ¿actúan todos con otro horario?
[6403.44 → 6403.70]  con otro horario
[6403.70 → 6404.54]  ¿obre horario más tarde?
[6404.76 → 6407.78]  porque no hace la jornada de la mañana
[6408.94 → 6410.44]  yo descargo viernes
[6410.44 → 6412.28]  yo en el clasito yo des quinta a seis
[6412.28 → 6413.62]  yo perdía
[6413.62 → 6415.68]  o sea digamos hoy más tarde
[6415.68 → 6418.28]  porque yo ahorita tengo como un hueco de una a seis
[6418.84 → 6420.06]  pero de resto
[6420.06 → 6422.52]  digamos los viernes yo tengo clases de once a cuatro
[6422.52 → 6424.16]  y después ya no salió
[6424.16 → 6425.92]  pueden trabajar entonces
[6425.92 → 6427.88]  todavía no sé muy bien mis horarios
[6427.88 → 6429.54]  pero sería en la tarde entonces
[6429.54 → 6430.52]  ¿tú podríamos revisar?
[6431.36 → 6432.80]  ¿puedes volver por la tarde?
[6434.08 → 6435.00]  ¿el comité?
[6437.42 → 6437.92]  no
[6437.92 → 6439.00]  ¿cómo para definir
[6439.62 → 6440.18]  más o menos?
[6440.18 → 6441.62]  yo mejor no sería hacer WhatsApp
[6442.60 → 6443.60]  mejor exacto
[6444.80 → 6447.42]  es como para tener una idea de cuáles podrían ser
[6447.42 → 6449.06]  los horarios y también los profes
[6449.06 → 6450.02]  que queden
[6451.68 → 6453.50]  o también preguntarles
[6453.50 → 6455.16]  porque estamos definiendo el horario
[6455.16 → 6456.74]  sin los profes que no sabemos ni siquiera
[6456.74 → 6458.60]  ¿y no se han entrado los profes?
[6458.72 → 6459.22]  no
[6460.16 → 6461.20]  ¿y si van mañana?
[6461.20 → 6461.22]  si
[6463.10 → 6464.20]  ¿se lo venden hoy?
[6468.18 → 6468.76]  si
[6468.76 → 6468.78]  dale
[6472.32 → 6474.36]  ¿claro en presentar los profes?
[6474.60 → 6475.26]  no, no
[6475.26 → 6477.86]  la intención de hacer parte del comité
[6477.86 → 6479.20]  es la intención
[6480.16 → 6482.10]  de decir quiero hacer parte del comité
[6483.16 → 6483.20]  mhm
[6483.74 → 6484.20]  ok
[6484.20 → 6486.06]  ahí se atrapan
[6487.22 → 6488.80]  muy buen elemento
[6488.80 → 6490.42]  pero ¿alguna vez el profe Burgos?
[6491.08 → 6493.06]  yo había pensado en hablar con él ahorita
[6493.06 → 6494.80]  si, lo cerramos mañana con otro profe
[6495.40 → 6496.80]  de gira que te costula
[6498.58 → 6500.04]  porque son dos
[6500.80 → 6502.80]  pues yo vuelvo ahorita a enviar la convocatoria
[6503.32 → 6505.02]  si, yo le empiezo a escribir
[6505.02 → 6506.78]  bueno, muchas gracias
[6506.78 → 6508.50]  muchas gracias
[6509.82 → 6512.12]  levantamos entonces la sesión
[6512.12 → 6512.96]  a mi todo bien
